names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU03G01949,3.6904233,3.231919,0.0002238811575749337,0.029015625725891524,0.7142857142857143,EN-LIKE
HU02G01258,3.6752286,2.7097843,0.00023763654819388934,0.030233255340172113,0.8571428571428571,EN-LIKE
HU10G00132,3.6752286,3.3584793,0.00023763654819388934,0.030233255340172113,0.7142857142857143,EN-LIKE
HU05G02223,3.6467385,30.91381,0.0002655900193926402,0.03348245085388579,0.5714285714285714,EN-LIKE
HU02G01145,3.6438894,2.8327768,0.0002685488210398815,0.03370226946398694,0.7857142857142857,EN-LIKE
HU05G02213,3.6410403,9.560828,0.0002715384994424306,0.03392396523439555,0.5714285714285714,EN-LIKE
HU07G01636,3.639141,9.317765,0.0002735489190343241,0.034021880131914706,0.5714285714285714,EN-LIKE
HU08G01972,3.6258457,8.58994,0.0002880173317600239,0.0356614316801976,0.5714285714285714,EN-LIKE
HU03G01450,3.6153994,4.00492,0.00029988504460313564,0.03664013970073994,0.6428571428571429,EN-LIKE
HU05G01740,3.610651,7.2627854,0.00030542950203134067,0.03710147674858174,0.5714285714285714,EN-LIKE
HU09G01375,3.6097012,3.9548223,0.00030654985018110426,0.03710147674858174,0.6428571428571429,EN-LIKE
HU11G01384,3.6087515,3.9262707,0.0003076740455083397,0.03710147674858174,0.6428571428571429,EN-LIKE
HU11G00850,3.6049528,2.030038,0.00031220954298591847,0.03732384342549332,1.0,EN-LIKE
HU05G00538,3.6049528,7.221931,0.00031220954298591847,0.03732384342549332,0.5714285714285714,EN-LIKE
HU11G01366,3.5992548,7.073949,0.00031913029345056055,0.03798746218391114,0.5714285714285714,EN-LIKE
HU04G00611,3.5954561,2.3224072,0.0003238236259610735,0.03838140284628364,1.0,EN-LIKE
HU03G00987,3.5859594,6.643734,0.00033584111701495857,0.039636397363446284,0.5714285714285714,EN-LIKE
HU03G00826,3.5840602,6.679349,0.0003382941521209716,0.03975673012319978,0.5714285714285714,EN-LIKE
HU08G02202,3.5764627,2.574763,0.00034827490686511895,0.04075698118946867,0.8571428571428571,EN-LIKE
HU10G00958,3.5707648,6.3794074,0.0003559405050514835,0.04147903322522225,0.5714285714285714,EN-LIKE
HU05G01611,3.5688653,6.3287745,0.0003585305725191152,0.04160604781932076,0.5714285714285714,EN-LIKE
HU05G02241,3.5365765,3.0365984,0.0004053490013916455,0.046843143973322024,0.7142857142857143,EN-LIKE
HU05G01614,3.5308785,2.9829178,0.00041418191203334214,0.047665291826741674,0.7142857142857143,EN-LIKE
HU02G03087,3.5251806,5.727473,0.0004231943316590492,0.04847508328095178,0.5714285714285714,EN-LIKE
HU05G00389,3.5242307,2.8921757,0.0004247140882376522,0.04847508328095178,0.7857142857142857,EN-LIKE
HU09G00385,3.5213819,3.1904862,0.0004293039904336762,0.048598963978277586,0.7142857142857143,EN-LIKE
HU05G01875,3.5194824,2.7185495,0.00043238960983190924,0.0487492919865366,0.7857142857142857,EN-LIKE
HU10G00509,3.5042877,3.6596558,0.0004578304058130952,0.05140860852318298,0.6428571428571429,EN-LIKE
HU09G00232,3.500489,5.3543487,0.00046440533424733905,0.051728039941164455,0.5714285714285714,EN-LIKE
HU04G00714,3.4985898,2.517007,0.0004677257358022099,0.051889493129897164,0.7857142857142857,EN-LIKE
HU05G01836,3.4928916,2.3977418,0.0004778203086595848,0.05279819227359994,0.8571428571428571,EN-LIKE
HU10G01357,3.4795964,5.1579313,0.0005021699161096335,0.05461836322863014,0.5714285714285714,EN-LIKE
HU05G00057,3.4795964,5.4377327,0.0005021699161096335,0.05461836322863014,0.5714285714285714,EN-LIKE
HU04G01353,3.4625022,2.2674167,0.0005351775762177094,0.05773495382247914,0.8571428571428571,EN-LIKE
HU08G01659,3.4615526,2.3195543,0.0005370693378835269,0.05773495382247914,0.9285714285714286,EN-LIKE
HU05G01289,3.4416094,3.1037128,0.0005782645679960483,0.061685260743732304,0.7142857142857143,EN-LIKE
HU01G02101,3.414069,3.3300521,0.0006400038003353525,0.06775002061946947,0.6428571428571429,EN-LIKE
HU06G00629,3.3950756,3.405691,0.000686096759485548,0.07207914251640786,0.6428571428571429,EN-LIKE
HU03G02791,3.3884277,2.8725996,0.0007029453093369631,0.07357052133758744,0.7142857142857143,EN-LIKE
HU04G02174,3.378931,4.5460076,0.0007276824504380321,0.07587320587555949,0.5714285714285714,EN-LIKE
HU03G02664,3.3741827,3.440212,0.0007403520341912576,0.07690510737188962,0.6428571428571429,EN-LIKE
HU09G00169,3.361837,2.476495,0.000774258121116422,0.08010415510012238,0.8571428571428571,EN-LIKE
HU06G00275,3.3523402,4.254289,0.0008013145959249121,0.08231281599250902,0.5714285714285714,EN-LIKE
HU03G02928,3.3105547,1.6702449,0.0009311123639180832,0.09459487697167779,1.0,EN-LIKE
HU09G00301,3.2991586,2.542157,0.0009697507457462676,0.09816071873457201,0.7857142857142857,EN-LIKE
HU05G00315,3.2944102,3.1618211,0.0009862840681361651,0.09911082836868311,0.6428571428571429,EN-LIKE
HU05G00344,3.2801652,2.7083423,0.0010374629682139659,0.10387738420005178,0.7142857142857143,EN-LIKE
HU01G01763,3.278266,4.0569973,0.0010444695219786525,0.10420274169812203,0.5714285714285714,EN-LIKE
